epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,465.501,1.08908,4.16193,1.5994,0.98606,0.03704,0.06915,0.0528,0.8003,4.51082,1.46571,0.000107417,0.000107417,0.000107417
